"VRSTA VOZILA";"OBÈINE";"LETO";Cestna vozila konec leta (31.12.)
"....osebni avtomobili";"Ljutomer";"2018";6209
"....osebni avtomobili";"Ljutomer";"2019";6316
"....osebni avtomobili";"Log - Dragomer";"2010";1726
"....osebni avtomobili";"Log - Dragomer";"2011";1914
"....osebni avtomobili";"Log - Dragomer";"2012";2010
"....osebni avtomobili";"Log - Dragomer";"2013";2013
"....osebni avtomobili";"Log - Dragomer";"2014";2044
"....osebni avtomobili";"Log - Dragomer";"2015";2056
"....osebni avtomobili";"Log - Dragomer";"2016";2091
"....osebni avtomobili";"Log - Dragomer";"2017";2101
"....osebni avtomobili";"Log - Dragomer";"2018";2129
"....osebni avtomobili";"Log - Dragomer";"2019";2162
"....osebni avtomobili";"Logatec";"2010";6719
"....osebni avtomobili";"Logatec";"2011";6829
"....osebni avtomobili";"Logatec";"2012";6896
"....osebni avtomobili";"Logatec";"2013";6901
"....osebni avtomobili";"Logatec";"2014";6964
"....osebni avtomobili";"Logatec";"2015";7119
"....osebni avtomobili";"Logatec";"2016";7255
"....osebni avtomobili";"Logatec";"2017";7371
"....osebni avtomobili";"Logatec";"2018";7612
"....osebni avtomobili";"Logatec";"2019";7824
"....osebni avtomobili";"Loška dolina";"2010";1981
"....osebni avtomobili";"Loška dolina";"2011";1990
"....osebni avtomobili";"Loška dolina";"2012";1977
"....osebni avtomobili";"Loška dolina";"2013";1981
"....osebni avtomobili";"Loška dolina";"2014";1992
"....osebni avtomobili";"Loška dolina";"2015";2022
"....osebni avtomobili";"Loška dolina";"2016";2049
"....osebni avtomobili";"Loška dolina";"2017";2066
"....osebni avtomobili";"Loška dolina";"2018";2127
"....osebni avtomobili";"Loška dolina";"2019";2169
"....osebni avtomobili";"Loški Potok";"2010";943
"....osebni avtomobili";"Loški Potok";"2011";957
"....osebni avtomobili";"Loški Potok";"2012";960
"....osebni avtomobili";"Loški Potok";"2013";954
"....osebni avtomobili";"Loški Potok";"2014";974
"....osebni avtomobili";"Loški Potok";"2015";982
"....osebni avtomobili";"Loški Potok";"2016";992
"....osebni avtomobili";"Loški Potok";"2017";1001
"....osebni avtomobili";"Loški Potok";"2018";1013
"....osebni avtomobili";"Loški Potok";"2019";1033
"....osebni avtomobili";"Lovrenc na Pohorju";"2010";1497
"....osebni avtomobili";"Lovrenc na Pohorju";"2011";1492
"....osebni avtomobili";"Lovrenc na Pohorju";"2012";1503
"....osebni avtomobili";"Lovrenc na Pohorju";"2013";1507
"....osebni avtomobili";"Lovrenc na Pohorju";"2014";1507
"....osebni avtomobili";"Lovrenc na Pohorju";"2015";1529
"....osebni avtomobili";"Lovrenc na Pohorju";"2016";1524
"....osebni avtomobili";"Lovrenc na Pohorju";"2017";1552
"....osebni avtomobili";"Lovrenc na Pohorju";"2018";1569
"....osebni avtomobili";"Lovrenc na Pohorju";"2019";1593
"....osebni avtomobili";"Luèe";"2010";797
"....osebni avtomobili";"Luèe";"2011";808
"....osebni avtomobili";"Luèe";"2012";802
"....osebni avtomobili";"Luèe";"2013";803
"....osebni avtomobili";"Luèe";"2014";775
"....osebni avtomobili";"Luèe";"2015";775
"....osebni avtomobili";"Luèe";"2016";810
"....osebni avtomobili";"Luèe";"2017";818
"....osebni avtomobili";"Luèe";"2018";841
"....osebni avtomobili";"Luèe";"2019";849
"....osebni avtomobili";"Lukovica";"2010";3007
"....osebni avtomobili";"Lukovica";"2011";3052
"....osebni avtomobili";"Lukovica";"2012";3038
"....osebni avtomobili";"Lukovica";"2013";3079
"....osebni avtomobili";"Lukovica";"2014";3139
"....osebni avtomobili";"Lukovica";"2015";3191
"....osebni avtomobili";"Lukovica";"2016";3232
"....osebni avtomobili";"Lukovica";"2017";3352
"....osebni avtomobili";"Lukovica";"2018";3431
"....osebni avtomobili";"Lukovica";"2019";3478
"....osebni avtomobili";"Majšperk";"2010";2115
"....osebni avtomobili";"Majšperk";"2011";2135
"....osebni avtomobili";"Majšperk";"2012";2143
"....osebni avtomobili";"Majšperk";"2013";2132
"....osebni avtomobili";"Majšperk";"2014";2144
"....osebni avtomobili";"Majšperk";"2015";2158
"....osebni avtomobili";"Majšperk";"2016";2219
"....osebni avtomobili";"Majšperk";"2017";2306
"....osebni avtomobili";"Majšperk";"2018";2367
"....osebni avtomobili";"Majšperk";"2019";2388
"....osebni avtomobili";"Makole";"2010";804
"....osebni avtomobili";"Makole";"2011";973
"....osebni avtomobili";"Makole";"2012";1062
"....osebni avtomobili";"Makole";"2013";1087
"....osebni avtomobili";"Makole";"2014";1104
"....osebni avtomobili";"Makole";"2015";1118
"....osebni avtomobili";"Makole";"2016";1136
"....osebni avtomobili";"Makole";"2017";1156
"....osebni avtomobili";"Makole";"2018";1184
"....osebni avtomobili";"Makole";"2019";1229
"....osebni avtomobili";"Maribor";"2010";52099
"....osebni avtomobili";"Maribor";"2011";51845
"....osebni avtomobili";"Maribor";"2012";51252
"....osebni avtomobili";"Maribor";"2013";50543
"....osebni avtomobili";"Maribor";"2014";50729
"....osebni avtomobili";"Maribor";"2015";51871
"....osebni avtomobili";"Maribor";"2016";52588
"....osebni avtomobili";"Maribor";"2017";53117
"....osebni avtomobili";"Maribor";"2018";53534
"....osebni avtomobili";"Maribor";"2019";54584
"....osebni avtomobili";"Markovci";"2010";1995
"....osebni avtomobili";"Markovci";"2011";1996
"....osebni avtomobili";"Markovci";"2012";2005
"....osebni avtomobili";"Markovci";"2013";2042
"....osebni avtomobili";"Markovci";"2014";2055
"....osebni avtomobili";"Markovci";"2015";2072
"....osebni avtomobili";"Markovci";"2016";2124
"....osebni avtomobili";"Markovci";"2017";2172
"....osebni avtomobili";"Markovci";"2018";2241
"....osebni avtomobili";"Markovci";"2019";2297
"....osebni avtomobili";"Medvode";"2010";8370
"....osebni avtomobili";"Medvode";"2011";8434
"....osebni avtomobili";"Medvode";"2012";8459
"....osebni avtomobili";"Medvode";"2013";8442
"....osebni avtomobili";"Medvode";"2014";8494
"....osebni avtomobili";"Medvode";"2015";8477
"....osebni avtomobili";"Medvode";"2016";8626
"....osebni avtomobili";"Medvode";"2017";8814
"....osebni avtomobili";"Medvode";"2018";9041
"....osebni avtomobili";"Medvode";"2019";9187
"....osebni avtomobili";"Mengeš";"2010";3909
"....osebni avtomobili";"Mengeš";"2011";3882
"....osebni avtomobili";"Mengeš";"2012";3882
"....osebni avtomobili";"Mengeš";"2013";3885
"....osebni avtomobili";"Mengeš";"2014";3891
"....osebni avtomobili";"Mengeš";"2015";3946
"....osebni avtomobili";"Mengeš";"2016";4032
"....osebni avtomobili";"Mengeš";"2017";4088
"....osebni avtomobili";"Mengeš";"2018";4272
"....osebni avtomobili";"Mengeš";"2019";4361
"....osebni avtomobili";"Metlika";"2010";4129
"....osebni avtomobili";"Metlika";"2011";4213
"....osebni avtomobili";"Metlika";"2012";4243
"....osebni avtomobili";"Metlika";"2013";4262
"....osebni avtomobili";"Metlika";"2014";4315
"....osebni avtomobili";"Metlika";"2015";4315
"....osebni avtomobili";"Metlika";"2016";4419
"....osebni avtomobili";"Metlika";"2017";4537
"....osebni avtomobili";"Metlika";"2018";4731
"....osebni avtomobili";"Metlika";"2019";4883
"....osebni avtomobili";"Mežica";"2010";1712
"....osebni avtomobili";"Mežica";"2011";1714
"....osebni avtomobili";"Mežica";"2012";1749
"....osebni avtomobili";"Mežica";"2013";1737
"....osebni avtomobili";"Mežica";"2014";1748
"....osebni avtomobili";"Mežica";"2015";1763
"....osebni avtomobili";"Mežica";"2016";1782
"....osebni avtomobili";"Mežica";"2017";1779
"....osebni avtomobili";"Mežica";"2018";1841
"....osebni avtomobili";"Mežica";"2019";1903
"....osebni avtomobili";"Miklavž na Dravskem polju";"2010";3413
"....osebni avtomobili";"Miklavž na Dravskem polju";"2011";3463
"....osebni avtomobili";"Miklavž na Dravskem polju";"2012";3436
"....osebni avtomobili";"Miklavž na Dravskem polju";"2013";3440
"....osebni avtomobili";"Miklavž na Dravskem polju";"2014";3492
"....osebni avtomobili";"Miklavž na Dravskem polju";"2015";3503
"....osebni avtomobili";"Miklavž na Dravskem polju";"2016";3593
"....osebni avtomobili";"Miklavž na Dravskem polju";"2017";3675
"....osebni avtomobili";"Miklavž na Dravskem polju";"2018";3799
"....osebni avtomobili";"Miklavž na Dravskem polju";"2019";3918
"....osebni avtomobili";"Miren - Kostanjevica";"2010";3044
"....osebni avtomobili";"Miren - Kostanjevica";"2011";3070
"....osebni avtomobili";"Miren - Kostanjevica";"2012";3078
"....osebni avtomobili";"Miren - Kostanjevica";"2013";3089
"....osebni avtomobili";"Miren - Kostanjevica";"2014";3108
"....osebni avtomobili";"Miren - Kostanjevica";"2015";3069
"....osebni avtomobili";"Miren - Kostanjevica";"2016";3135
"....osebni avtomobili";"Miren - Kostanjevica";"2017";3183
"....osebni avtomobili";"Miren - Kostanjevica";"2018";3253
"....osebni avtomobili";"Miren - Kostanjevica";"2019";3297
"....osebni avtomobili";"Mirna";"2010";-
"....osebni avtomobili";"Mirna";"2011";-
"....osebni avtomobili";"Mirna";"2012";870
"....osebni avtomobili";"Mirna";"2013";1190
"....osebni avtomobili";"Mirna";"2014";1385
"....osebni avtomobili";"Mirna";"2015";1416
"....osebni avtomobili";"Mirna";"2016";1441
"....osebni avtomobili";"Mirna";"2017";1486
"....osebni avtomobili";"Mirna";"2018";1543
"....osebni avtomobili";"Mirna";"2019";1566
"....osebni avtomobili";"Mirna Peè";"2010";1525
"....osebni avtomobili";"Mirna Peè";"2011";1543
"....osebni avtomobili";"Mirna Peè";"2012";1543
"....osebni avtomobili";"Mirna Peè";"2013";1575
"....osebni avtomobili";"Mirna Peè";"2014";1605
"....osebni avtomobili";"Mirna Peè";"2015";1613
"....osebni avtomobili";"Mirna Peè";"2016";1668
"....osebni avtomobili";"Mirna Peè";"2017";1723
"....osebni avtomobili";"Mirna Peè";"2018";1777
"....osebni avtomobili";"Mirna Peè";"2019";1779
"....osebni avtomobili";"Mislinja";"2010";2418
"....osebni avtomobili";"Mislinja";"2011";2463
"....osebni avtomobili";"Mislinja";"2012";2467
"....osebni avtomobili";"Mislinja";"2013";2466
"....osebni avtomobili";"Mislinja";"2014";2476
"....osebni avtomobili";"Mislinja";"2015";2455
"....osebni avtomobili";"Mislinja";"2016";2517
"....osebni avtomobili";"Mislinja";"2017";2556
"....osebni avtomobili";"Mislinja";"2018";2651
"....osebni avtomobili";"Mislinja";"2019";2665
"....osebni avtomobili";"Mokronog - Trebelno";"2010";1389
"....osebni avtomobili";"Mokronog - Trebelno";"2011";1560
"....osebni avtomobili";"Mokronog - Trebelno";"2012";1667
"....osebni avtomobili";"Mokronog - Trebelno";"2013";1687
"....osebni avtomobili";"Mokronog - Trebelno";"2014";1710
"....osebni avtomobili";"Mokronog - Trebelno";"2015";1755
"....osebni avtomobili";"Mokronog - Trebelno";"2016";1773
"....osebni avtomobili";"Mokronog - Trebelno";"2017";1814
"....osebni avtomobili";"Mokronog - Trebelno";"2018";1904
"....osebni avtomobili";"Mokronog - Trebelno";"2019";1932
"....osebni avtomobili";"Moravèe";"2010";2656
"....osebni avtomobili";"Moravèe";"2011";2705
"....osebni avtomobili";"Moravèe";"2012";2750
"....osebni avtomobili";"Moravèe";"2013";2772
"....osebni avtomobili";"Moravèe";"2014";2836
"....osebni avtomobili";"Moravèe";"2015";2871
"....osebni avtomobili";"Moravèe";"2016";2968
"....osebni avtomobili";"Moravèe";"2017";3013
"....osebni avtomobili";"Moravèe";"2018";3152
"....osebni avtomobili";"Moravèe";"2019";3233
"....osebni avtomobili";"Moravske Toplice";"2010";2988
"....osebni avtomobili";"Moravske Toplice";"2011";3031
"....osebni avtomobili";"Moravske Toplice";"2012";3032
"....osebni avtomobili";"Moravske Toplice";"2013";3056
"....osebni avtomobili";"Moravske Toplice";"2014";3114
"....osebni avtomobili";"Moravske Toplice";"2015";3115
"....osebni avtomobili";"Moravske Toplice";"2016";3147
"....osebni avtomobili";"Moravske Toplice";"2017";3186
"....osebni avtomobili";"Moravske Toplice";"2018";3268
"....osebni avtomobili";"Moravske Toplice";"2019";3370
"....osebni avtomobili";"Mozirje";"2010";2429
"....osebni avtomobili";"Mozirje";"2011";2321
"....osebni avtomobili";"Mozirje";"2012";2254
"....osebni avtomobili";"Mozirje";"2013";2211
"....osebni avtomobili";"Mozirje";"2014";2197
"....osebni avtomobili";"Mozirje";"2015";2159
"....osebni avtomobili";"Mozirje";"2016";2185
"....osebni avtomobili";"Mozirje";"2017";2247
"....osebni avtomobili";"Mozirje";"2018";2360
"....osebni avtomobili";"Mozirje";"2019";2423
"....osebni avtomobili";"Murska Sobota";"2010";9638
"....osebni avtomobili";"Murska Sobota";"2011";9643
"....osebni avtomobili";"Murska Sobota";"2012";9575
"....osebni avtomobili";"Murska Sobota";"2013";9481
"....osebni avtomobili";"Murska Sobota";"2014";9455
"....osebni avtomobili";"Murska Sobota";"2015";9481
"....osebni avtomobili";"Murska Sobota";"2016";9563
"....osebni avtomobili";"Murska Sobota";"2017";9786
"....osebni avtomobili";"Murska Sobota";"2018";10090
"....osebni avtomobili";"Murska Sobota";"2019";10288
"....osebni avtomobili";"Muta";"2010";1747
"....osebni avtomobili";"Muta";"2011";1760
"....osebni avtomobili";"Muta";"2012";1749
"....osebni avtomobili";"Muta";"2013";1755
"....osebni avtomobili";"Muta";"2014";1766
"....osebni avtomobili";"Muta";"2015";1757
"....osebni avtomobili";"Muta";"2016";1803
"....osebni avtomobili";"Muta";"2017";1834
"....osebni avtomobili";"Muta";"2018";1895
"....osebni avtomobili";"Muta";"2019";1948
"....osebni avtomobili";"Naklo";"2010";2898
"....osebni avtomobili";"Naklo";"2011";2897
"....osebni avtomobili";"Naklo";"2012";2875
"....osebni avtomobili";"Naklo";"2013";2893
"....osebni avtomobili";"Naklo";"2014";2919
"....osebni avtomobili";"Naklo";"2015";2885
"....osebni avtomobili";"Naklo";"2016";2959
"....osebni avtomobili";"Naklo";"2017";3024
"....osebni avtomobili";"Naklo";"2018";3063
"....osebni avtomobili";"Naklo";"2019";3083
"....osebni avtomobili";"Nazarje";"2010";1331
"....osebni avtomobili";"Nazarje";"2011";1348
"....osebni avtomobili";"Nazarje";"2012";1339
"....osebni avtomobili";"Nazarje";"2013";1373
"....osebni avtomobili";"Nazarje";"2014";1373
"....osebni avtomobili";"Nazarje";"2015";1386
"....osebni avtomobili";"Nazarje";"2016";1421
"....osebni avtomobili";"Nazarje";"2017";1450
"....osebni avtomobili";"Nazarje";"2018";1505
"....osebni avtomobili";"Nazarje";"2019";1549
"....osebni avtomobili";"Nova Gorica";"2010";19908
"....osebni avtomobili";"Nova Gorica";"2011";19373
"....osebni avtomobili";"Nova Gorica";"2012";18963
"....osebni avtomobili";"Nova Gorica";"2013";18723
"....osebni avtomobili";"Nova Gorica";"2014";18667
"....osebni avtomobili";"Nova Gorica";"2015";18740
"....osebni avtomobili";"Nova Gorica";"2016";19011
"....osebni avtomobili";"Nova Gorica";"2017";19213
"....osebni avtomobili";"Nova Gorica";"2018";19712
"....osebni avtomobili";"Nova Gorica";"2019";19882
"....osebni avtomobili";"Novo mesto";"2010";19994
"....osebni avtomobili";"Novo mesto";"2011";19781
"....osebni avtomobili";"Novo mesto";"2012";19523
"....osebni avtomobili";"Novo mesto";"2013";19356
"....osebni avtomobili";"Novo mesto";"2014";19469
"....osebni avtomobili";"Novo mesto";"2015";19657
"....osebni avtomobili";"Novo mesto";"2016";19923
"....osebni avtomobili";"Novo mesto";"2017";20424
"....osebni avtomobili";"Novo mesto";"2018";21094
"....osebni avtomobili";"Novo mesto";"2019";21586
"....osebni avtomobili";"Odranci";"2010";727
"....osebni avtomobili";"Odranci";"2011";743
"....osebni avtomobili";"Odranci";"2012";734
"....osebni avtomobili";"Odranci";"2013";747
"....osebni avtomobili";"Odranci";"2014";750
"....osebni avtomobili";"Odranci";"2015";746
"....osebni avtomobili";"Odranci";"2016";767
"....osebni avtomobili";"Odranci";"2017";777
"....osebni avtomobili";"Odranci";"2018";794
"....osebni avtomobili";"Odranci";"2019";793
"....osebni avtomobili";"Oplotnica";"2010";2108
"....osebni avtomobili";"Oplotnica";"2011";2160
"....osebni avtomobili";"Oplotnica";"2012";2171
"....osebni avtomobili";"Oplotnica";"2013";2195
"....osebni avtomobili";"Oplotnica";"2014";2226
"....osebni avtomobili";"Oplotnica";"2015";2269
"....osebni avtomobili";"Oplotnica";"2016";2301
"....osebni avtomobili";"Oplotnica";"2017";2346
"....osebni avtomobili";"Oplotnica";"2018";2418
"....osebni avtomobili";"Oplotnica";"2019";2446
"....osebni avtomobili";"Ormož";"2010";6633
"....osebni avtomobili";"Ormož";"2011";6395
"....osebni avtomobili";"Ormož";"2012";6211
"....osebni avtomobili";"Ormož";"2013";6177
"....osebni avtomobili";"Ormož";"2014";6202
"....osebni avtomobili";"Ormož";"2015";6270
"....osebni avtomobili";"Ormož";"2016";6376
"....osebni avtomobili";"Ormož";"2017";6435
"....osebni avtomobili";"Ormož";"2018";6647
"....osebni avtomobili";"Ormož";"2019";6699
"....osebni avtomobili";"Osilnica";"2010";178
"....osebni avtomobili";"Osilnica";"2011";177
"....osebni avtomobili";"Osilnica";"2012";168
"....osebni avtomobili";"Osilnica";"2013";166
"....osebni avtomobili";"Osilnica";"2014";160
"....osebni avtomobili";"Osilnica";"2015";145
"....osebni avtomobili";"Osilnica";"2016";152
"....osebni avtomobili";"Osilnica";"2017";158
"....osebni avtomobili";"Osilnica";"2018";183
"....osebni avtomobili";"Osilnica";"2019";184
"....osebni avtomobili";"Pesnica";"2010";3929
"....osebni avtomobili";"Pesnica";"2011";3911
"....osebni avtomobili";"Pesnica";"2012";3958
"....osebni avtomobili";"Pesnica";"2013";3949
"....osebni avtomobili";"Pesnica";"2014";3988
"....osebni avtomobili";"Pesnica";"2015";4013
"....osebni avtomobili";"Pesnica";"2016";4051
"....osebni avtomobili";"Pesnica";"2017";4111
"....osebni avtomobili";"Pesnica";"2018";4146
"....osebni avtomobili";"Pesnica";"2019";4252
"....osebni avtomobili";"Piran/Pirano";"2010";9496
"....osebni avtomobili";"Piran/Pirano";"2011";9412
"....osebni avtomobili";"Piran/Pirano";"2012";9446
"....osebni avtomobili";"Piran/Pirano";"2013";9317
"....osebni avtomobili";"Piran/Pirano";"2014";9308
"....osebni avtomobili";"Piran/Pirano";"2015";9281
"....osebni avtomobili";"Piran/Pirano";"2016";9395
"....osebni avtomobili";"Piran/Pirano";"2017";9557
"....osebni avtomobili";"Piran/Pirano";"2018";9665
"....osebni avtomobili";"Piran/Pirano";"2019";9764
"....osebni avtomobili";"Pivka";"2010";3335
"....osebni avtomobili";"Pivka";"2011";3353
"....osebni avtomobili";"Pivka";"2012";3411
"....osebni avtomobili";"Pivka";"2013";3400
"....osebni avtomobili";"Pivka";"2014";3470
"....osebni avtomobili";"Pivka";"2015";3521
"....osebni avtomobili";"Pivka";"2016";3589
"....osebni avtomobili";"Pivka";"2017";3647
"....osebni avtomobili";"Pivka";"2018";3885
"....osebni avtomobili";"Pivka";"2019";3944
"....osebni avtomobili";"Podèetrtek";"2010";1710
"....osebni avtomobili";"Podèetrtek";"2011";1733
"....osebni avtomobili";"Podèetrtek";"2012";1744
"....osebni avtomobili";"Podèetrtek";"2013";1788
"....osebni avtomobili";"Podèetrtek";"2014";1804
"....osebni avtomobili";"Podèetrtek";"2015";1833
"....osebni avtomobili";"Podèetrtek";"2016";1898
"....osebni avtomobili";"Podèetrtek";"2017";1948
"....osebni avtomobili";"Podèetrtek";"2018";1995
"....osebni avtomobili";"Podèetrtek";"2019";2041
"....osebni avtomobili";"Podlehnik";"2010";955
"....osebni avtomobili";"Podlehnik";"2011";944
"....osebni avtomobili";"Podlehnik";"2012";964
"....osebni avtomobili";"Podlehnik";"2013";978
"....osebni avtomobili";"Podlehnik";"2014";980
"....osebni avtomobili";"Podlehnik";"2015";975
"....osebni avtomobili";"Podlehnik";"2016";1019
"....osebni avtomobili";"Podlehnik";"2017";1027
"....osebni avtomobili";"Podlehnik";"2018";1057
