"VRSTA VOZILA";"OBÈINE";"LETO";Cestna vozila konec leta (31.12.)
"....priklopniki";"Hrastnik";"2011";30
"....priklopniki";"Hrastnik";"2012";30
"....priklopniki";"Hrastnik";"2013";35
"....priklopniki";"Hrastnik";"2014";39
"....priklopniki";"Hrastnik";"2015";47
"....priklopniki";"Hrastnik";"2016";46
"....priklopniki";"Hrastnik";"2017";48
"....priklopniki";"Hrastnik";"2018";54
"....priklopniki";"Hrastnik";"2019";62
"....priklopniki";"Hrpelje - Kozina";"2010";91
"....priklopniki";"Hrpelje - Kozina";"2011";97
"....priklopniki";"Hrpelje - Kozina";"2012";103
"....priklopniki";"Hrpelje - Kozina";"2013";114
"....priklopniki";"Hrpelje - Kozina";"2014";117
"....priklopniki";"Hrpelje - Kozina";"2015";131
"....priklopniki";"Hrpelje - Kozina";"2016";145
"....priklopniki";"Hrpelje - Kozina";"2017";144
"....priklopniki";"Hrpelje - Kozina";"2018";149
"....priklopniki";"Hrpelje - Kozina";"2019";144
"....priklopniki";"Idrija";"2010";57
"....priklopniki";"Idrija";"2011";60
"....priklopniki";"Idrija";"2012";67
"....priklopniki";"Idrija";"2013";75
"....priklopniki";"Idrija";"2014";76
"....priklopniki";"Idrija";"2015";76
"....priklopniki";"Idrija";"2016";89
"....priklopniki";"Idrija";"2017";98
"....priklopniki";"Idrija";"2018";107
"....priklopniki";"Idrija";"2019";113
"....priklopniki";"Ig";"2010";56
"....priklopniki";"Ig";"2011";64
"....priklopniki";"Ig";"2012";68
"....priklopniki";"Ig";"2013";67
"....priklopniki";"Ig";"2014";71
"....priklopniki";"Ig";"2015";70
"....priklopniki";"Ig";"2016";64
"....priklopniki";"Ig";"2017";63
"....priklopniki";"Ig";"2018";66
"....priklopniki";"Ig";"2019";71
"....priklopniki";"Ilirska Bistrica";"2010";287
"....priklopniki";"Ilirska Bistrica";"2011";300
"....priklopniki";"Ilirska Bistrica";"2012";318
"....priklopniki";"Ilirska Bistrica";"2013";312
"....priklopniki";"Ilirska Bistrica";"2014";316
"....priklopniki";"Ilirska Bistrica";"2015";378
"....priklopniki";"Ilirska Bistrica";"2016";414
"....priklopniki";"Ilirska Bistrica";"2017";482
"....priklopniki";"Ilirska Bistrica";"2018";480
"....priklopniki";"Ilirska Bistrica";"2019";511
"....priklopniki";"Ivanèna Gorica";"2010";221
"....priklopniki";"Ivanèna Gorica";"2011";228
"....priklopniki";"Ivanèna Gorica";"2012";232
"....priklopniki";"Ivanèna Gorica";"2013";229
"....priklopniki";"Ivanèna Gorica";"2014";264
"....priklopniki";"Ivanèna Gorica";"2015";243
"....priklopniki";"Ivanèna Gorica";"2016";264
"....priklopniki";"Ivanèna Gorica";"2017";280
"....priklopniki";"Ivanèna Gorica";"2018";314
"....priklopniki";"Ivanèna Gorica";"2019";329
"....priklopniki";"Izola/Isola";"2010";39
"....priklopniki";"Izola/Isola";"2011";45
"....priklopniki";"Izola/Isola";"2012";50
"....priklopniki";"Izola/Isola";"2013";48
"....priklopniki";"Izola/Isola";"2014";60
"....priklopniki";"Izola/Isola";"2015";60
"....priklopniki";"Izola/Isola";"2016";68
"....priklopniki";"Izola/Isola";"2017";71
"....priklopniki";"Izola/Isola";"2018";90
"....priklopniki";"Izola/Isola";"2019";99
"....priklopniki";"Jesenice";"2010";63
"....priklopniki";"Jesenice";"2011";70
"....priklopniki";"Jesenice";"2012";104
"....priklopniki";"Jesenice";"2013";112
"....priklopniki";"Jesenice";"2014";119
"....priklopniki";"Jesenice";"2015";125
"....priklopniki";"Jesenice";"2016";130
"....priklopniki";"Jesenice";"2017";145
"....priklopniki";"Jesenice";"2018";164
"....priklopniki";"Jesenice";"2019";178
"....priklopniki";"Jezersko";"2010";11
"....priklopniki";"Jezersko";"2011";6
"....priklopniki";"Jezersko";"2012";6
"....priklopniki";"Jezersko";"2013";4
"....priklopniki";"Jezersko";"2014";5
"....priklopniki";"Jezersko";"2015";7
"....priklopniki";"Jezersko";"2016";11
"....priklopniki";"Jezersko";"2017";10
"....priklopniki";"Jezersko";"2018";14
"....priklopniki";"Jezersko";"2019";15
"....priklopniki";"Juršinci";"2010";15
"....priklopniki";"Juršinci";"2011";15
"....priklopniki";"Juršinci";"2012";14
"....priklopniki";"Juršinci";"2013";14
"....priklopniki";"Juršinci";"2014";13
"....priklopniki";"Juršinci";"2015";11
"....priklopniki";"Juršinci";"2016";13
"....priklopniki";"Juršinci";"2017";11
"....priklopniki";"Juršinci";"2018";13
"....priklopniki";"Juršinci";"2019";14
"....priklopniki";"Kamnik";"2010";157
"....priklopniki";"Kamnik";"2011";161
"....priklopniki";"Kamnik";"2012";173
"....priklopniki";"Kamnik";"2013";183
"....priklopniki";"Kamnik";"2014";185
"....priklopniki";"Kamnik";"2015";193
"....priklopniki";"Kamnik";"2016";190
"....priklopniki";"Kamnik";"2017";209
"....priklopniki";"Kamnik";"2018";226
"....priklopniki";"Kamnik";"2019";248
"....priklopniki";"Kanal";"2010";26
"....priklopniki";"Kanal";"2011";30
"....priklopniki";"Kanal";"2012";30
"....priklopniki";"Kanal";"2013";33
"....priklopniki";"Kanal";"2014";32
"....priklopniki";"Kanal";"2015";31
"....priklopniki";"Kanal";"2016";34
"....priklopniki";"Kanal";"2017";36
"....priklopniki";"Kanal";"2018";41
"....priklopniki";"Kanal";"2019";48
"....priklopniki";"Kidrièevo";"2010";79
"....priklopniki";"Kidrièevo";"2011";96
"....priklopniki";"Kidrièevo";"2012";107
"....priklopniki";"Kidrièevo";"2013";117
"....priklopniki";"Kidrièevo";"2014";128
"....priklopniki";"Kidrièevo";"2015";139
"....priklopniki";"Kidrièevo";"2016";143
"....priklopniki";"Kidrièevo";"2017";154
"....priklopniki";"Kidrièevo";"2018";170
"....priklopniki";"Kidrièevo";"2019";173
"....priklopniki";"Kobarid";"2010";21
"....priklopniki";"Kobarid";"2011";21
"....priklopniki";"Kobarid";"2012";24
"....priklopniki";"Kobarid";"2013";24
"....priklopniki";"Kobarid";"2014";26
"....priklopniki";"Kobarid";"2015";25
"....priklopniki";"Kobarid";"2016";24
"....priklopniki";"Kobarid";"2017";21
"....priklopniki";"Kobarid";"2018";23
"....priklopniki";"Kobarid";"2019";22
"....priklopniki";"Kobilje";"2010";1
"....priklopniki";"Kobilje";"2011";2
"....priklopniki";"Kobilje";"2012";1
"....priklopniki";"Kobilje";"2013";1
"....priklopniki";"Kobilje";"2014";1
"....priklopniki";"Kobilje";"2015";1
"....priklopniki";"Kobilje";"2016";1
"....priklopniki";"Kobilje";"2017";1
"....priklopniki";"Kobilje";"2018";1
"....priklopniki";"Kobilje";"2019";2
"....priklopniki";"Koèevje";"2010";145
"....priklopniki";"Koèevje";"2011";153
"....priklopniki";"Koèevje";"2012";132
"....priklopniki";"Koèevje";"2013";137
"....priklopniki";"Koèevje";"2014";134
"....priklopniki";"Koèevje";"2015";143
"....priklopniki";"Koèevje";"2016";148
"....priklopniki";"Koèevje";"2017";160
"....priklopniki";"Koèevje";"2018";175
"....priklopniki";"Koèevje";"2019";163
"....priklopniki";"Komen";"2010";27
"....priklopniki";"Komen";"2011";31
"....priklopniki";"Komen";"2012";32
"....priklopniki";"Komen";"2013";33
"....priklopniki";"Komen";"2014";37
"....priklopniki";"Komen";"2015";39
"....priklopniki";"Komen";"2016";44
"....priklopniki";"Komen";"2017";47
"....priklopniki";"Komen";"2018";54
"....priklopniki";"Komen";"2019";56
"....priklopniki";"Komenda";"2010";55
"....priklopniki";"Komenda";"2011";57
"....priklopniki";"Komenda";"2012";65
"....priklopniki";"Komenda";"2013";67
"....priklopniki";"Komenda";"2014";72
"....priklopniki";"Komenda";"2015";79
"....priklopniki";"Komenda";"2016";88
"....priklopniki";"Komenda";"2017";91
"....priklopniki";"Komenda";"2018";104
"....priklopniki";"Komenda";"2019";113
"....priklopniki";"Koper/Capodistria";"2010";502
"....priklopniki";"Koper/Capodistria";"2011";465
"....priklopniki";"Koper/Capodistria";"2012";435
"....priklopniki";"Koper/Capodistria";"2013";433
"....priklopniki";"Koper/Capodistria";"2014";447
"....priklopniki";"Koper/Capodistria";"2015";550
"....priklopniki";"Koper/Capodistria";"2016";665
"....priklopniki";"Koper/Capodistria";"2017";736
"....priklopniki";"Koper/Capodistria";"2018";783
"....priklopniki";"Koper/Capodistria";"2019";826
"....priklopniki";"Kostanjevica na Krki";"2010";10
"....priklopniki";"Kostanjevica na Krki";"2011";20
"....priklopniki";"Kostanjevica na Krki";"2012";24
"....priklopniki";"Kostanjevica na Krki";"2013";26
"....priklopniki";"Kostanjevica na Krki";"2014";25
"....priklopniki";"Kostanjevica na Krki";"2015";25
"....priklopniki";"Kostanjevica na Krki";"2016";29
"....priklopniki";"Kostanjevica na Krki";"2017";29
"....priklopniki";"Kostanjevica na Krki";"2018";30
"....priklopniki";"Kostanjevica na Krki";"2019";26
"....priklopniki";"Kostel";"2010";14
"....priklopniki";"Kostel";"2011";13
"....priklopniki";"Kostel";"2012";12
"....priklopniki";"Kostel";"2013";12
"....priklopniki";"Kostel";"2014";13
"....priklopniki";"Kostel";"2015";10
"....priklopniki";"Kostel";"2016";13
"....priklopniki";"Kostel";"2017";12
"....priklopniki";"Kostel";"2018";13
"....priklopniki";"Kostel";"2019";14
"....priklopniki";"Kozje";"2010";44
"....priklopniki";"Kozje";"2011";42
"....priklopniki";"Kozje";"2012";53
"....priklopniki";"Kozje";"2013";60
"....priklopniki";"Kozje";"2014";59
"....priklopniki";"Kozje";"2015";63
"....priklopniki";"Kozje";"2016";66
"....priklopniki";"Kozje";"2017";67
"....priklopniki";"Kozje";"2018";58
"....priklopniki";"Kozje";"2019";57
"....priklopniki";"Kranj";"2010";389
"....priklopniki";"Kranj";"2011";385
"....priklopniki";"Kranj";"2012";355
"....priklopniki";"Kranj";"2013";357
"....priklopniki";"Kranj";"2014";385
"....priklopniki";"Kranj";"2015";394
"....priklopniki";"Kranj";"2016";453
"....priklopniki";"Kranj";"2017";468
"....priklopniki";"Kranj";"2018";464
"....priklopniki";"Kranj";"2019";471
"....priklopniki";"Kranjska Gora";"2010";28
"....priklopniki";"Kranjska Gora";"2011";31
"....priklopniki";"Kranjska Gora";"2012";28
"....priklopniki";"Kranjska Gora";"2013";27
"....priklopniki";"Kranjska Gora";"2014";33
"....priklopniki";"Kranjska Gora";"2015";33
"....priklopniki";"Kranjska Gora";"2016";36
"....priklopniki";"Kranjska Gora";"2017";42
"....priklopniki";"Kranjska Gora";"2018";36
"....priklopniki";"Kranjska Gora";"2019";44
"....priklopniki";"Križevci";"2010";38
"....priklopniki";"Križevci";"2011";37
"....priklopniki";"Križevci";"2012";45
"....priklopniki";"Križevci";"2013";46
"....priklopniki";"Križevci";"2014";45
"....priklopniki";"Križevci";"2015";44
"....priklopniki";"Križevci";"2016";43
"....priklopniki";"Križevci";"2017";45
"....priklopniki";"Križevci";"2018";49
"....priklopniki";"Križevci";"2019";45
"....priklopniki";"Krško";"2010";213
"....priklopniki";"Krško";"2011";217
"....priklopniki";"Krško";"2012";241
"....priklopniki";"Krško";"2013";248
"....priklopniki";"Krško";"2014";260
"....priklopniki";"Krško";"2015";285
"....priklopniki";"Krško";"2016";315
"....priklopniki";"Krško";"2017";333
"....priklopniki";"Krško";"2018";381
"....priklopniki";"Krško";"2019";408
"....priklopniki";"Kungota";"2010";43
"....priklopniki";"Kungota";"2011";45
"....priklopniki";"Kungota";"2012";40
"....priklopniki";"Kungota";"2013";45
"....priklopniki";"Kungota";"2014";50
"....priklopniki";"Kungota";"2015";43
"....priklopniki";"Kungota";"2016";53
"....priklopniki";"Kungota";"2017";47
"....priklopniki";"Kungota";"2018";47
"....priklopniki";"Kungota";"2019";50
"....priklopniki";"Kuzma";"2010";4
"....priklopniki";"Kuzma";"2011";5
"....priklopniki";"Kuzma";"2012";6
"....priklopniki";"Kuzma";"2013";7
"....priklopniki";"Kuzma";"2014";7
"....priklopniki";"Kuzma";"2015";7
"....priklopniki";"Kuzma";"2016";7
"....priklopniki";"Kuzma";"2017";7
"....priklopniki";"Kuzma";"2018";8
"....priklopniki";"Kuzma";"2019";8
"....priklopniki";"Laško";"2010";115
"....priklopniki";"Laško";"2011";122
"....priklopniki";"Laško";"2012";127
"....priklopniki";"Laško";"2013";135
"....priklopniki";"Laško";"2014";148
"....priklopniki";"Laško";"2015";134
"....priklopniki";"Laško";"2016";144
"....priklopniki";"Laško";"2017";143
"....priklopniki";"Laško";"2018";163
"....priklopniki";"Laško";"2019";172
"....priklopniki";"Lenart";"2010";74
"....priklopniki";"Lenart";"2011";76
"....priklopniki";"Lenart";"2012";68
"....priklopniki";"Lenart";"2013";75
"....priklopniki";"Lenart";"2014";99
"....priklopniki";"Lenart";"2015";110
"....priklopniki";"Lenart";"2016";121
"....priklopniki";"Lenart";"2017";101
"....priklopniki";"Lenart";"2018";109
"....priklopniki";"Lenart";"2019";125
"....priklopniki";"Lendava/Lendva";"2010";72
"....priklopniki";"Lendava/Lendva";"2011";71
"....priklopniki";"Lendava/Lendva";"2012";34
"....priklopniki";"Lendava/Lendva";"2013";39
"....priklopniki";"Lendava/Lendva";"2014";41
"....priklopniki";"Lendava/Lendva";"2015";37
"....priklopniki";"Lendava/Lendva";"2016";48
"....priklopniki";"Lendava/Lendva";"2017";55
"....priklopniki";"Lendava/Lendva";"2018";63
"....priklopniki";"Lendava/Lendva";"2019";67
"....priklopniki";"Litija";"2010";132
"....priklopniki";"Litija";"2011";127
"....priklopniki";"Litija";"2012";125
"....priklopniki";"Litija";"2013";130
"....priklopniki";"Litija";"2014";136
"....priklopniki";"Litija";"2015";131
"....priklopniki";"Litija";"2016";157
"....priklopniki";"Litija";"2017";160
"....priklopniki";"Litija";"2018";163
"....priklopniki";"Litija";"2019";172
"....priklopniki";"Ljubljana";"2010";1730
"....priklopniki";"Ljubljana";"2011";1655
"....priklopniki";"Ljubljana";"2012";1726
"....priklopniki";"Ljubljana";"2013";1835
"....priklopniki";"Ljubljana";"2014";1942
"....priklopniki";"Ljubljana";"2015";2067
"....priklopniki";"Ljubljana";"2016";2248
"....priklopniki";"Ljubljana";"2017";2367
"....priklopniki";"Ljubljana";"2018";2522
"....priklopniki";"Ljubljana";"2019";2679
"....priklopniki";"Ljubno";"2010";24
"....priklopniki";"Ljubno";"2011";26
"....priklopniki";"Ljubno";"2012";29
"....priklopniki";"Ljubno";"2013";29
"....priklopniki";"Ljubno";"2014";30
"....priklopniki";"Ljubno";"2015";30
"....priklopniki";"Ljubno";"2016";33
"....priklopniki";"Ljubno";"2017";32
"....priklopniki";"Ljubno";"2018";43
"....priklopniki";"Ljubno";"2019";47
"....priklopniki";"Ljutomer";"2010";101
"....priklopniki";"Ljutomer";"2011";109
"....priklopniki";"Ljutomer";"2012";112
"....priklopniki";"Ljutomer";"2013";117
"....priklopniki";"Ljutomer";"2014";133
"....priklopniki";"Ljutomer";"2015";166
"....priklopniki";"Ljutomer";"2016";173
"....priklopniki";"Ljutomer";"2017";179
"....priklopniki";"Ljutomer";"2018";175
"....priklopniki";"Ljutomer";"2019";181
"....priklopniki";"Log - Dragomer";"2010";19
"....priklopniki";"Log - Dragomer";"2011";19
"....priklopniki";"Log - Dragomer";"2012";25
"....priklopniki";"Log - Dragomer";"2013";21
"....priklopniki";"Log - Dragomer";"2014";22
"....priklopniki";"Log - Dragomer";"2015";23
"....priklopniki";"Log - Dragomer";"2016";24
"....priklopniki";"Log - Dragomer";"2017";27
"....priklopniki";"Log - Dragomer";"2018";30
"....priklopniki";"Log - Dragomer";"2019";33
"....priklopniki";"Logatec";"2010";143
"....priklopniki";"Logatec";"2011";138
"....priklopniki";"Logatec";"2012";134
"....priklopniki";"Logatec";"2013";137
"....priklopniki";"Logatec";"2014";136
"....priklopniki";"Logatec";"2015";160
"....priklopniki";"Logatec";"2016";168
"....priklopniki";"Logatec";"2017";199
"....priklopniki";"Logatec";"2018";262
"....priklopniki";"Logatec";"2019";282
"....priklopniki";"Loška dolina";"2010";45
"....priklopniki";"Loška dolina";"2011";52
"....priklopniki";"Loška dolina";"2012";47
"....priklopniki";"Loška dolina";"2013";50
"....priklopniki";"Loška dolina";"2014";51
"....priklopniki";"Loška dolina";"2015";49
"....priklopniki";"Loška dolina";"2016";48
"....priklopniki";"Loška dolina";"2017";48
"....priklopniki";"Loška dolina";"2018";50
"....priklopniki";"Loška dolina";"2019";50
"....priklopniki";"Loški Potok";"2010";3
"....priklopniki";"Loški Potok";"2011";4
"....priklopniki";"Loški Potok";"2012";6
"....priklopniki";"Loški Potok";"2013";6
"....priklopniki";"Loški Potok";"2014";7
"....priklopniki";"Loški Potok";"2015";7
"....priklopniki";"Loški Potok";"2016";8
"....priklopniki";"Loški Potok";"2017";9
"....priklopniki";"Loški Potok";"2018";11
"....priklopniki";"Loški Potok";"2019";14
"....priklopniki";"Lovrenc na Pohorju";"2010";19
"....priklopniki";"Lovrenc na Pohorju";"2011";20
"....priklopniki";"Lovrenc na Pohorju";"2012";21
"....priklopniki";"Lovrenc na Pohorju";"2013";21
"....priklopniki";"Lovrenc na Pohorju";"2014";23
"....priklopniki";"Lovrenc na Pohorju";"2015";24
"....priklopniki";"Lovrenc na Pohorju";"2016";27
"....priklopniki";"Lovrenc na Pohorju";"2017";35
"....priklopniki";"Lovrenc na Pohorju";"2018";34
"....priklopniki";"Lovrenc na Pohorju";"2019";36
"....priklopniki";"Luèe";"2010";22
"....priklopniki";"Luèe";"2011";25
"....priklopniki";"Luèe";"2012";27
"....priklopniki";"Luèe";"2013";32
"....priklopniki";"Luèe";"2014";38
"....priklopniki";"Luèe";"2015";36
"....priklopniki";"Luèe";"2016";40
"....priklopniki";"Luèe";"2017";45
"....priklopniki";"Luèe";"2018";46
"....priklopniki";"Luèe";"2019";43
"....priklopniki";"Lukovica";"2010";56
"....priklopniki";"Lukovica";"2011";55
"....priklopniki";"Lukovica";"2012";56
"....priklopniki";"Lukovica";"2013";61
"....priklopniki";"Lukovica";"2014";69
"....priklopniki";"Lukovica";"2015";71
"....priklopniki";"Lukovica";"2016";81
"....priklopniki";"Lukovica";"2017";84
"....priklopniki";"Lukovica";"2018";90
"....priklopniki";"Lukovica";"2019";93
"....priklopniki";"Majšperk";"2010";28
"....priklopniki";"Majšperk";"2011";29
"....priklopniki";"Majšperk";"2012";31
"....priklopniki";"Majšperk";"2013";35
"....priklopniki";"Majšperk";"2014";37
"....priklopniki";"Majšperk";"2015";31
"....priklopniki";"Majšperk";"2016";32
"....priklopniki";"Majšperk";"2017";36
"....priklopniki";"Majšperk";"2018";38
"....priklopniki";"Majšperk";"2019";42
"....priklopniki";"Makole";"2010";7
"....priklopniki";"Makole";"2011";9
"....priklopniki";"Makole";"2012";11
"....priklopniki";"Makole";"2013";12
"....priklopniki";"Makole";"2014";13
"....priklopniki";"Makole";"2015";13
"....priklopniki";"Makole";"2016";17
"....priklopniki";"Makole";"2017";18
"....priklopniki";"Makole";"2018";20
"....priklopniki";"Makole";"2019";18
"....priklopniki";"Maribor";"2010";679
"....priklopniki";"Maribor";"2011";624
"....priklopniki";"Maribor";"2012";642
"....priklopniki";"Maribor";"2013";646
"....priklopniki";"Maribor";"2014";682
"....priklopniki";"Maribor";"2015";753
"....priklopniki";"Maribor";"2016";792
"....priklopniki";"Maribor";"2017";862
"....priklopniki";"Maribor";"2018";841
"....priklopniki";"Maribor";"2019";813
"....priklopniki";"Markovci";"2010";17
"....priklopniki";"Markovci";"2011";21
"....priklopniki";"Markovci";"2012";24
"....priklopniki";"Markovci";"2013";23
"....priklopniki";"Markovci";"2014";29
"....priklopniki";"Markovci";"2015";27
"....priklopniki";"Markovci";"2016";25
"....priklopniki";"Markovci";"2017";24
"....priklopniki";"Markovci";"2018";26
"....priklopniki";"Markovci";"2019";31
"....priklopniki";"Medvode";"2010";105
"....priklopniki";"Medvode";"2011";109
"....priklopniki";"Medvode";"2012";115
"....priklopniki";"Medvode";"2013";120
"....priklopniki";"Medvode";"2014";120
"....priklopniki";"Medvode";"2015";119
"....priklopniki";"Medvode";"2016";138
"....priklopniki";"Medvode";"2017";141
"....priklopniki";"Medvode";"2018";143
"....priklopniki";"Medvode";"2019";146
"....priklopniki";"Mengeš";"2010";51
"....priklopniki";"Mengeš";"2011";45
"....priklopniki";"Mengeš";"2012";44
"....priklopniki";"Mengeš";"2013";48
"....priklopniki";"Mengeš";"2014";74
"....priklopniki";"Mengeš";"2015";113
"....priklopniki";"Mengeš";"2016";131
"....priklopniki";"Mengeš";"2017";157
"....priklopniki";"Mengeš";"2018";176
"....priklopniki";"Mengeš";"2019";186
"....priklopniki";"Metlika";"2010";104
"....priklopniki";"Metlika";"2011";105
"....priklopniki";"Metlika";"2012";116
"....priklopniki";"Metlika";"2013";122
"....priklopniki";"Metlika";"2014";122
"....priklopniki";"Metlika";"2015";127
"....priklopniki";"Metlika";"2016";117
"....priklopniki";"Metlika";"2017";131
"....priklopniki";"Metlika";"2018";151
"....priklopniki";"Metlika";"2019";159
"....priklopniki";"Mežica";"2010";14
"....priklopniki";"Mežica";"2011";15
"....priklopniki";"Mežica";"2012";18
"....priklopniki";"Mežica";"2013";18
"....priklopniki";"Mežica";"2014";21
"....priklopniki";"Mežica";"2015";22
"....priklopniki";"Mežica";"2016";24
"....priklopniki";"Mežica";"2017";20
"....priklopniki";"Mežica";"2018";23
"....priklopniki";"Mežica";"2019";24
"....priklopniki";"Miklavž na Dravskem polju";"2010";46
"....priklopniki";"Miklavž na Dravskem polju";"2011";52
"....priklopniki";"Miklavž na Dravskem polju";"2012";48
"....priklopniki";"Miklavž na Dravskem polju";"2013";47
"....priklopniki";"Miklavž na Dravskem polju";"2014";52
"....priklopniki";"Miklavž na Dravskem polju";"2015";62
"....priklopniki";"Miklavž na Dravskem polju";"2016";72
"....priklopniki";"Miklavž na Dravskem polju";"2017";71
"....priklopniki";"Miklavž na Dravskem polju";"2018";68
"....priklopniki";"Miklavž na Dravskem polju";"2019";66
"....priklopniki";"Miren - Kostanjevica";"2010";25
"....priklopniki";"Miren - Kostanjevica";"2011";27
"....priklopniki";"Miren - Kostanjevica";"2012";30
"....priklopniki";"Miren - Kostanjevica";"2013";29
"....priklopniki";"Miren - Kostanjevica";"2014";34
"....priklopniki";"Miren - Kostanjevica";"2015";40
"....priklopniki";"Miren - Kostanjevica";"2016";45
"....priklopniki";"Miren - Kostanjevica";"2017";46
"....priklopniki";"Miren - Kostanjevica";"2018";45
"....priklopniki";"Miren - Kostanjevica";"2019";47
"....priklopniki";"Mirna";"2010";-
"....priklopniki";"Mirna";"2011";-
"....priklopniki";"Mirna";"2012";10
"....priklopniki";"Mirna";"2013";11
"....priklopniki";"Mirna";"2014";9
"....priklopniki";"Mirna";"2015";16
"....priklopniki";"Mirna";"2016";13
"....priklopniki";"Mirna";"2017";12
"....priklopniki";"Mirna";"2018";16
"....priklopniki";"Mirna";"2019";16
"....priklopniki";"Mirna Peè";"2010";14
"....priklopniki";"Mirna Peè";"2011";18
"....priklopniki";"Mirna Peè";"2012";20
"....priklopniki";"Mirna Peè";"2013";26
"....priklopniki";"Mirna Peè";"2014";25
"....priklopniki";"Mirna Peè";"2015";29
"....priklopniki";"Mirna Peè";"2016";32
"....priklopniki";"Mirna Peè";"2017";33
"....priklopniki";"Mirna Peè";"2018";37
"....priklopniki";"Mirna Peè";"2019";34
"....priklopniki";"Mislinja";"2010";27
"....priklopniki";"Mislinja";"2011";27
"....priklopniki";"Mislinja";"2012";26
"....priklopniki";"Mislinja";"2013";26
"....priklopniki";"Mislinja";"2014";25
"....priklopniki";"Mislinja";"2015";25
"....priklopniki";"Mislinja";"2016";26
"....priklopniki";"Mislinja";"2017";26
"....priklopniki";"Mislinja";"2018";31
"....priklopniki";"Mislinja";"2019";31
"....priklopniki";"Mokronog - Trebelno";"2010";29
"....priklopniki";"Mokronog - Trebelno";"2011";36
"....priklopniki";"Mokronog - Trebelno";"2012";41
"....priklopniki";"Mokronog - Trebelno";"2013";47
"....priklopniki";"Mokronog - Trebelno";"2014";53
"....priklopniki";"Mokronog - Trebelno";"2015";48
"....priklopniki";"Mokronog - Trebelno";"2016";52
"....priklopniki";"Mokronog - Trebelno";"2017";58
"....priklopniki";"Mokronog - Trebelno";"2018";62
"....priklopniki";"Mokronog - Trebelno";"2019";62
"....priklopniki";"Moravèe";"2010";38
"....priklopniki";"Moravèe";"2011";44
"....priklopniki";"Moravèe";"2012";51
"....priklopniki";"Moravèe";"2013";32
"....priklopniki";"Moravèe";"2014";36
"....priklopniki";"Moravèe";"2015";30
"....priklopniki";"Moravèe";"2016";29
"....priklopniki";"Moravèe";"2017";31
"....priklopniki";"Moravèe";"2018";34
"....priklopniki";"Moravèe";"2019";39
"....priklopniki";"Moravske Toplice";"2010";15
"....priklopniki";"Moravske Toplice";"2011";16
"....priklopniki";"Moravske Toplice";"2012";17
"....priklopniki";"Moravske Toplice";"2013";19
"....priklopniki";"Moravske Toplice";"2014";19
"....priklopniki";"Moravske Toplice";"2015";26
"....priklopniki";"Moravske Toplice";"2016";26
"....priklopniki";"Moravske Toplice";"2017";28
"....priklopniki";"Moravske Toplice";"2018";26
"....priklopniki";"Moravske Toplice";"2019";28
"....priklopniki";"Mozirje";"2010";96
"....priklopniki";"Mozirje";"2011";81
"....priklopniki";"Mozirje";"2012";70
"....priklopniki";"Mozirje";"2013";61
"....priklopniki";"Mozirje";"2014";63
"....priklopniki";"Mozirje";"2015";42
"....priklopniki";"Mozirje";"2016";39
"....priklopniki";"Mozirje";"2017";41
"....priklopniki";"Mozirje";"2018";42
"....priklopniki";"Mozirje";"2019";42
"....priklopniki";"Murska Sobota";"2010";132
"....priklopniki";"Murska Sobota";"2011";137
"....priklopniki";"Murska Sobota";"2012";140
"....priklopniki";"Murska Sobota";"2013";139
"....priklopniki";"Murska Sobota";"2014";149
"....priklopniki";"Murska Sobota";"2015";157
"....priklopniki";"Murska Sobota";"2016";156
"....priklopniki";"Murska Sobota";"2017";172
"....priklopniki";"Murska Sobota";"2018";179
"....priklopniki";"Murska Sobota";"2019";189
"....priklopniki";"Muta";"2010";26
"....priklopniki";"Muta";"2011";34
"....priklopniki";"Muta";"2012";35
"....priklopniki";"Muta";"2013";35
"....priklopniki";"Muta";"2014";37
"....priklopniki";"Muta";"2015";34
"....priklopniki";"Muta";"2016";31
"....priklopniki";"Muta";"2017";34
"....priklopniki";"Muta";"2018";37
"....priklopniki";"Muta";"2019";43
"....priklopniki";"Naklo";"2010";46
"....priklopniki";"Naklo";"2011";51
"....priklopniki";"Naklo";"2012";57
"....priklopniki";"Naklo";"2013";55
"....priklopniki";"Naklo";"2014";60
"....priklopniki";"Naklo";"2015";71
"....priklopniki";"Naklo";"2016";90
"....priklopniki";"Naklo";"2017";87
"....priklopniki";"Naklo";"2018";89
"....priklopniki";"Naklo";"2019";96
"....priklopniki";"Nazarje";"2010";50
"....priklopniki";"Nazarje";"2011";60
"....priklopniki";"Nazarje";"2012";65
"....priklopniki";"Nazarje";"2013";73
"....priklopniki";"Nazarje";"2014";78
"....priklopniki";"Nazarje";"2015";72
"....priklopniki";"Nazarje";"2016";75
"....priklopniki";"Nazarje";"2017";77
"....priklopniki";"Nazarje";"2018";112
"....priklopniki";"Nazarje";"2019";119
"....priklopniki";"Nova Gorica";"2010";214
"....priklopniki";"Nova Gorica";"2011";199
"....priklopniki";"Nova Gorica";"2012";215
"....priklopniki";"Nova Gorica";"2013";203
"....priklopniki";"Nova Gorica";"2014";213
"....priklopniki";"Nova Gorica";"2015";221
"....priklopniki";"Nova Gorica";"2016";237
"....priklopniki";"Nova Gorica";"2017";241
"....priklopniki";"Nova Gorica";"2018";253
"....priklopniki";"Nova Gorica";"2019";263
"....priklopniki";"Novo mesto";"2010";406
